ID	DOCULECT	CONCEPT	VALUE	IPA	TOKENS	SEGMENTS	MORPHEMES	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
992	Rongcheng	say	ʃuɛ²¹⁴	ʃwɛ²¹⁴	ʃ w ɛ ²¹⁴	ʃ u ɛ ²¹⁴	SAY	206	747	653	347	說	說		說	i m n t	
993	Taiyuan	say	suəʔ²	swəʔ²	s w ə ʔ ²	s u ə ʔ ²	SAY	206	747	653	347	說	說		說	i m n c t	
994	Xi_an	say	ʂy²¹	ʂy²¹	ʂ y ²¹	ʂ y ²¹	SAY	206	747	653	347	說	說		說	i n t	
995	Chengdu	say	so²¹	so²¹	s o ²¹	s o ²¹	SAY	206	747	653	347	說	說		說	i n t	
996	Chengdu	say	pai⁵³	pai⁵³	p ai ⁵³	p a i ⁵³	SAY	209	750	656	350	扌+罢	擺		說	i n c t	
997	Nanjing	say	tɕiɑ̃¹¹	tɕjɑ̃¹¹	tɕ j ɑ̃ ¹¹	tɕ i ɑ̃ ∼ ¹¹	SAY	210	748	657	348	講	講		說	i m n c t	
998	Nanjing	say	soʔ⁵	soʔ⁵	s o ʔ ⁵	s o ʔ ⁵	SAY	206	747	653	347	說	說		說	i n c t	
999	Jixi	say	ɕyaʔ³²*	ɕɥaʔ³²	ɕ ɥ a ʔ ³²	ɕ y a ʔ ³²*/³²	SAY	206	747	653	347	說	說		說	i m n c t	
1000	Jixi	say	kõ²¹³	kõ²¹³	k õ ²¹³	k õ ∼ ²¹³	SAY	210	748	657	348	講	講		說	i n c t	
1001	Suzhou	say	səʔ⁴	səʔ⁴	s ə ʔ ⁴	s ə ʔ ⁴	SAY	206	747	653	347	說	說		說	i n c t	
1002	Wenzhou	say	kuɔ²⁴²	kwɔ²⁴²	k w ɔ ²⁴²	k u ɔ ²⁴²	SAY	210	748	657	348	講	講		說	i m n t	
1003	Changsha	say	so²⁴	so²⁴	s o ²⁴	s o ²⁴	SAY	206	747	653	347	說	說		說	i n t	
1004	Changsha	say	tɕian⁴¹	tɕjan⁴¹	tɕ j a n ⁴¹	tɕ i a n ⁴¹	SAY	210	748	657	348	講	講		說	i m n c t	
1005	Loudi	say	kɔŋ⁴²	kɔŋ⁴²	k ɔ ŋ ⁴²	k ɔ ŋ ⁴²	SAY	210	748	657	348	講	講		說	i n c t	
1006	Nanchang	say	ua²¹	wa²¹	w a ²¹	u a ²¹	SAY	211	749	658	349	話	話		說	m n t	
1007	Meixian	say	koŋ³¹	koŋ³¹	k o ŋ ³¹	k o ŋ ³¹	SAY	210	748	657	348	講	講		說	i n c t	
1008	Guilin	say	kɑŋ²³	kɑŋ²³	k ɑ ŋ ²³	k ɑ ŋ ²³	SAY	210	748	657	348	講	講		說	i n c t	
1009	Guangzhou	say	syt³	syt³	s y t ³	s y t ³	SAY	206	747	653	347	說	說		說	i n c t	
1010	Fuzhou	say	kouŋ³²	kouŋ³²	k ou ŋ ³²	k o u ŋ ³²	SAY	210	748	657	348	講	講		說	i n N c t	
1011	Xiamen	say	kɔŋ⁵³	kɔŋ⁵³	k ɔ ŋ ⁵³	k ɔ ŋ ⁵³	SAY	210	748	657	348	講	講		說	i n c t	
1012	Beijing	split	sɿ⁵⁵ liɛ⁵¹	sɿ⁵⁵+ljɛ⁵¹	s ɿ ⁵⁵ + l j ɛ ⁵¹	s ɿ ⁵⁵ + l i ɛ ⁵¹	SPLIT _split	212 213	820	719	393	撕裂	撕 裂		撕裂	i n t + i m n t	
1013	Ha_erbin	split	sɿ⁴⁴ liɛ⁵³	sɿ⁴⁴+ljɛ⁵³	s ɿ ⁴⁴ + l j ɛ ⁵³	s ɿ ⁴⁴ + l i ɛ ⁵³	SPLIT _split	212 213	820	719	393	撕裂	撕 裂		撕裂	i n t + i m n t	
1014	Jinan	split	sɿ²¹⁴⁻²⁴ liə³¹	sɿ²¹⁴+ljə³¹	s ɿ ²¹⁴ + l j ə ³¹	s ɿ ²⁴/²¹⁴ + l i ə ³¹	SPLIT _split	212 213	820	719	393	撕裂	撕 裂		撕裂	i n t + i m n t	
1015	Rongcheng	split	sɿ⁵² liɛ²¹⁴	sɿ⁵²+ljɛ²¹⁴	s ɿ ⁵² + l j ɛ ²¹⁴	s ɿ ⁵² + l i ɛ ²¹⁴	SPLIT _split	212 213	820	719	393	撕裂	撕 裂		撕裂	i n t + i m n t	
1016	Taiyuan	split	sɿ²¹	sɿ²¹	s ɿ ²¹	s ɿ ²¹	SPLIT	212	820	720	393	撕	撕		撕裂	i n t	
1017	Taiyuan	split	sɿ²¹ lie⁴⁵	sɿ²¹+lje⁴⁵	s ɿ ²¹ + l j e ⁴⁵	s ɿ ²¹ + l i e ⁴⁵	SPLIT _split	212 213	820	719	393	撕裂	撕 裂		撕裂	i n t + i m n t	
1018	Xi_an	split	sɿ²¹ læ̃⁴⁴	sɿ²¹+læ̃⁴⁴	s ɿ ²¹ + l æ̃ ⁴⁴	s ɿ ²¹ + l æ̃ ∼ ⁴⁴	SPLIT _split	212 214	820	721	393	撕烂	撕 烂		撕裂	i n t + i n c t	
1019	Xi_an	split	sɿ²¹	sɿ²¹	s ɿ ²¹	s ɿ ²¹	SPLIT	212	820	720	393	撕	撕		撕裂	i n t	
1020	Chengdu	split	sɿ⁴⁵ kʰai⁴⁵	sɿ⁴⁵+kʰai⁴⁵	s ɿ ⁴⁵ + kʰ ai ⁴⁵	s ɿ ⁴⁵ + kʰ a i ⁴⁵	SPLIT _split	212 215	820	722	393	撕開	撕 開		撕裂	i n t + i n N t	
1021	Nanjing	split	sɿ³¹	sɿ³¹	s ɿ ³¹	s ɿ ³¹	SPLIT	212	820	720	393	撕	撕		撕裂	i n t	
1022	Nanjing	split	sɿ³¹ lieʔ⁵	sɿ³¹+ljeʔ⁵	s ɿ ³¹ + l j e ʔ ⁵	s ɿ ³¹ + l i e ʔ ⁵	SPLIT _split	212 213	820	719	393	撕裂	撕 裂		撕裂	i n t + i m n c t	
1023	Jixi	split	tɕʰiɔ²¹³	tɕʰjɔ²¹³	tɕʰ j ɔ ²¹³	tɕʰ i ɔ ²¹³	SPLIT	216	822	593	393	手+止	扯		撕裂	i m n t	
1024	Jixi	split	tɕʰiɔ²¹³⁻³¹ kʰa⁵⁵	tɕʰjɔ²¹³+kʰa⁵⁵	tɕʰ j ɔ ²¹³ + kʰ a ⁵⁵	tɕʰ i ɔ ³¹/²¹³ + kʰ a ⁵⁵	SPLIT _split	216 215	822	723	393	手+止開	扯 開		撕裂	i m n t + i n t	
1025	Suzhou	split	hən⁴⁴	hən⁴⁴	h ə n ⁴⁴	h ə n ⁴⁴	SPLIT	217	825	724	394	扌+亨	㧸		撕裂	i n c t	
1026	Wenzhou	split	do²¹	do²¹	d o ²¹	d o ²¹	SPLIT	218	826	725	395	扌+度	𢱋		撕裂	i n t	
1027	Changsha	split	si³³	si³³	s i ³³	s i ³³	SPLIT	212	820	720	393	撕	撕		撕裂	i n t	
1028	Changsha	split	tʂʰə⁴¹	ʈʂʰə⁴¹	ʈʂʰ ə ⁴¹	ʈʂʰ ə ⁴¹	SPLIT	216	822	593	393	手+止	扯		撕裂	i n t	
1029	Loudi	split	tʰiɔ⁴² bu³⁵⁻⁵	tʰjɔ⁴²+bu³⁵	tʰ j ɔ ⁴² + b u ³⁵	tʰ i ɔ ⁴² + b u ⁵/³⁵	SPLIT _split	216 219	822	726	393	手+止破	扯 破		撕裂	i m n t + i n t	
1030	Nanchang	split	si⁴² liɛt⁵	si⁴²+ljɛt⁵	s i ⁴² + l j ɛ t ⁵	s i ⁴² + l i ɛ t ⁵	SPLIT _split	212 213	820	719	393	撕裂	撕 裂		撕裂	i n t + i m n c t	
1031	Nanchang	split	sɿ⁴²	sɿ⁴²	s ɿ ⁴²	s ɿ ⁴²	SPLIT	212	820	720	393	撕	撕		撕裂	i n t	
1032	Nanchang	split	tsei⁴²	tsei⁴²	ts ei ⁴²	ts e i ⁴²	SPLIT	8	830	53	397	囗	囗		撕裂	i n N t	
1033	Meixian	split	tsʰa³¹ kʰoi³³	tsʰa³¹+kʰoi³³	tsʰ a ³¹ + kʰ oi ³³	tsʰ a ³¹ + kʰ o i ³³	SPLIT _split	216 215	822	723	393	手+止開	扯 開		撕裂	i n t + i n N t	
1034	Guilin	split	tsʰᴀ²³⁻²² pʰuo²⁵	tsʰa̠²³+pʰwo²⁵	tsʰ a̠ ²³ + pʰ w o ²⁵	tsʰ a̠ ²²/²³ + pʰ u o ²⁵	SPLIT _split	216 219	822	726	393	手+止破	扯 破		撕裂	i n t + i m n t	
1035	Guangzhou	split	si⁵³ lit²	si⁵³+lit²	s i ⁵³ + l i t ²	s i ⁵³ + l i t ²	SPLIT _split	212 213	820	719	393	撕裂	撕 裂		撕裂	i n t + i n c t	
1036	Fuzhou	split	tʰie³² lieʔ⁵	tʰje³²+ljeʔ⁵	tʰ j e ³² + l j e ʔ ⁵	tʰ i e ³² + l i e ʔ ⁵	_split SPLIT	216 213	821	727	393	手+止裂	扯 裂		撕裂	i m n t + i m n c t	
1037	Xiamen	split	tʰiaʔ⁵³* li²²	tʰjaʔ⁵³+li²²	tʰ j a ʔ ⁵³ + l i ²²	tʰ i a ʔ ⁵³*/⁵³ + l i ²²	SPLIT _split	220 221	828	728	396	拆扌+丽	拆 扌麗		撕裂	i m n c t + i n t	
1038	Beijing	die	sɿ²¹³	sɿ²¹³	s ɿ ²¹³	s ɿ ²¹³	DIE	222	124	124	67	死	死		死	i n t	
1039	Ha_erbin	die	sɿ²¹³	sɿ²¹³	s ɿ ²¹³	s ɿ ²¹³	DIE	222	124	124	67	死	死		死	i n t	
1040	Jinan	die	sɿ⁴⁵	sɿ⁴⁵	s ɿ ⁴⁵	s ɿ ⁴⁵	DIE	222	124	124	67	死	死		死	i n t	
1041	Rongcheng	die	sɿ²¹⁴	sɿ²¹⁴	s ɿ ²¹⁴	s ɿ ²¹⁴	DIE	222	124	124	67	死	死		死	i n t	
1042	Taiyuan	die	sɿ⁵³	sɿ⁵³	s ɿ ⁵³	s ɿ ⁵³	DIE	222	124	124	67	死	死		死	i n t	
1043	Xi_an	die	sɿ⁵³	sɿ⁵³	s ɿ ⁵³	s ɿ ⁵³	DIE	222	124	124	67	死	死		死	i n t	
1044	Chengdu	die	sɿ⁵³	sɿ⁵³	s ɿ ⁵³	s ɿ ⁵³	DIE	222	124	124	67	死	死		死	i n t	
1045	Nanjing	die	sɿ¹¹	sɿ¹¹	s ɿ ¹¹	s ɿ ¹¹	DIE	222	124	124	67	死	死		死	i n t	
1046	Jixi	die	sɿ²¹³	sɿ²¹³	s ɿ ²¹³	s ɿ ²¹³	DIE	222	124	124	67	死	死		死	i n t	
1047	Suzhou	die	si⁵²	si⁵²	s i ⁵²	s i ⁵²	DIE	222	124	124	67	死	死		死	i n t	
1048	Wenzhou	die	sɿ²⁴²	sɿ²⁴²	s ɿ ²⁴²	s ɿ ²⁴²	DIE	222	124	124	67	死	死		死	i n t	
1049	Changsha	die	sɿ⁴¹	sɿ⁴¹	s ɿ ⁴¹	s ɿ ⁴¹	DIE	222	124	124	67	死	死		死	i n t	
1050	Changsha	die	kua³³	kwa³³	k w a ³³	k u a ³³	DIE	223	125	125	68	瓜	瓜		死	i m n t	
1051	Changsha	die	tan¹³ sɿ⁵⁵ lan¹³	tan¹³+sɿ⁵⁵+lan¹³	t a n ¹³ + s ɿ ⁵⁵ + l a n ¹³	t a n ¹³ + s ɿ ⁵⁵ + l a n ¹³	DIE die die	224 225 57	126	126	69	彈四郎	彈 四 郎		死	i n c t + i n t + i n c t	
1052	Loudi	die	sɿ⁴²	sɿ⁴²	s ɿ ⁴²	s ɿ ⁴²	DIE	222	124	124	67	死	死		死	i n t	
1053	Nanchang	die	sɿ²¹³	sɿ²¹³	s ɿ ²¹³	s ɿ ²¹³	DIE	222	124	124	67	死	死		死	i n t	
1054	Meixian	die	sɿ³¹	sɿ³¹	s ɿ ³¹	s ɿ ³¹	DIE	222	124	124	67	死	死		死	i n t	
1055	Guilin	die	sɿ²³	sɿ²³	s ɿ ²³	s ɿ ²³	DIE	222	124	124	67	死	死		死	i n t	
1056	Guangzhou	die	sei³⁵	sei³⁵	s ei ³⁵	s e i ³⁵	DIE	222	124	124	67	死	死		死	i n N t	
1057	Fuzhou	die	si³²	si³²	s i ³²	s i ³²	DIE	222	124	124	67	死	死		死	i n t	
1058	Xiamen	die	si⁵³	si⁵³	s i ⁵³	s i ⁵³	DIE	222	124	124	67	死	死		死	i n t	
1059	Beijing	four	sɿ⁵¹	sɿ⁵¹	s ɿ ⁵¹	s ɿ ⁵¹	FOUR	225	291	271	160	四	四		四	i n t	
1060	Ha_erbin	four	sɿ⁵³	sɿ⁵³	s ɿ ⁵³	s ɿ ⁵³	FOUR	225	291	271	160	四	四		四	i n t	
1061	Jinan	four	sɿ³¹	sɿ³¹	s ɿ ³¹	s ɿ ³¹	FOUR	225	291	271	160	四	四		四	i n t	
1062	Rongcheng	four	sɿ³³⁴	sɿ³³⁴	s ɿ ³³⁴	s ɿ ³³⁴	FOUR	225	291	271	160	四	四		四	i n t	
1063	Taiyuan	four	sɿ⁴⁵	sɿ⁴⁵	s ɿ ⁴⁵	s ɿ ⁴⁵	FOUR	225	291	271	160	四	四		四	i n t	
1064	Xi_an	four	sɿ⁴⁴	sɿ⁴⁴	s ɿ ⁴⁴	s ɿ ⁴⁴	FOUR	225	291	271	160	四	四		四	i n t	
1065	Chengdu	four	sɿ²¹³	sɿ²¹³	s ɿ ²¹³	s ɿ ²¹³	FOUR	225	291	271	160	四	四		四	i n t	
1066	Nanjing	four	sɿ⁴⁴	sɿ⁴⁴	s ɿ ⁴⁴	s ɿ ⁴⁴	FOUR	225	291	271	160	四	四		四	i n t	
1067	Jixi	four	sɿ³⁵	sɿ³⁵	s ɿ ³⁵	s ɿ ³⁵	FOUR	225	291	271	160	四	四		四	i n t	
1068	Suzhou	four	sɿ⁴¹²	sɿ⁴¹²	s ɿ ⁴¹²	s ɿ ⁴¹²	FOUR	225	291	271	160	四	四		四	i n t	
1069	Wenzhou	four	sɿ⁵¹	sɿ⁵¹	s ɿ ⁵¹	s ɿ ⁵¹	FOUR	225	291	271	160	四	四		四	i n t	
1070	Changsha	four	sɿ⁵⁵	sɿ⁵⁵	s ɿ ⁵⁵	s ɿ ⁵⁵	FOUR	225	291	271	160	四	四		四	i n t	
1071	Loudi	four	sɿ³⁵	sɿ³⁵	s ɿ ³⁵	s ɿ ³⁵	FOUR	225	291	271	160	四	四		四	i n t	
1072	Nanchang	four	sɿ⁴⁵	sɿ⁴⁵	s ɿ ⁴⁵	s ɿ ⁴⁵	FOUR	225	291	271	160	四	四		四	i n t	
1073	Meixian	four	si⁵³	si⁵³	s i ⁵³	s i ⁵³	FOUR	225	291	271	160	四	四		四	i n t	
1074	Guilin	four	sɿ²⁵	sɿ²⁵	s ɿ ²⁵	s ɿ ²⁵	FOUR	225	291	271	160	四	四		四	i n t	
1075	Guangzhou	four	sei³³	sei³³	s ei ³³	s e i ³³	FOUR	225	291	271	160	四	四		四	i n N t	
1076	Fuzhou	four	sɛi²¹²	sɛi²¹²	s ɛi ²¹²	s ɛ i ²¹²	FOUR	225	291	271	160	四	四		四	i n N t	
1077	Xiamen	four	si²¹	si²¹	s i ²¹	s i ²¹	FOUR	225	291	271	160	四	四		四	i n t	
1078	Beijing	he	tʰᴀ⁵⁵	tʰa̠⁵⁵	tʰ a̠ ⁵⁵	tʰ a̠ ⁵⁵	HE	226	347	313	188	他	他		他	i n t	
1079	Ha_erbin	he	tʰa⁴⁴	tʰa⁴⁴	tʰ a ⁴⁴	tʰ a ⁴⁴	HE	226	347	313	188	他	他		他	i n t	
1080	Jinan	he	tʰa⁴⁵	tʰa⁴⁵	tʰ a ⁴⁵	tʰ a ⁴⁵	HE	226	347	313	188	他	他		他	i n t	
1081	Rongcheng	he	tʰa⁵²	tʰa⁵²	tʰ a ⁵²	tʰ a ⁵²	HE	226	347	313	188	他	他		他	i n t	
1082	Taiyuan	he	tʰa²¹	tʰa²¹	tʰ a ²¹	tʰ a ²¹	HE	226	347	313	188	他	他		他	i n t	
1083	Xi_an	he	tʰɑ²¹	tʰɑ²¹	tʰ ɑ ²¹	tʰ ɑ ²¹	HE	226	347	313	188	他	他		他	i n t	
1084	Chengdu	he	tʰa⁴⁵	tʰa⁴⁵	tʰ a ⁴⁵	tʰ a ⁴⁵	HE	226	347	313	188	他	他		他	i n t	
1085	Nanjing	he	tʰɑ³¹	tʰɑ³¹	tʰ ɑ ³¹	tʰ ɑ ³¹	HE	226	347	313	188	他	他		他	i n t	
1086	Jixi	he	ki⁴⁴	ki⁴⁴	k i ⁴⁴	k i ⁴⁴	HE	227	349	314	191	渠	渠		他	i n t	
1087	Suzhou	he	li⁴⁴	li⁴⁴	l i ⁴⁴	l i ⁴⁴	HE	228	351	315	192	俚	俚		他	i n t	
1088	Wenzhou	he	gei³⁴¹	gei³⁴¹	g ei ³⁴¹	g e i ³⁴¹	HE	227	349	314	191	渠	渠		他	i n N t	
1089	Changsha	he	tʰa³³	tʰa³³	tʰ a ³³	tʰ a ³³	HE	226	347	313	188	他	他		他	i n t	
1090	Loudi	he	tʰɔ⁴⁴	tʰɔ⁴⁴	tʰ ɔ ⁴⁴	tʰ ɔ ⁴⁴	HE	226	347	313	188	他	他		他	i n t	
1091	Nanchang	he	tɕie²⁴	tɕje²⁴	tɕ j e ²⁴	tɕ i e ²⁴	HE	227	349	314	191	渠	渠		他	i m n t	
1092	Meixian	he	ki¹¹	ki¹¹	k i ¹¹	k i ¹¹	HE	229	350	316	190	佢	佢		他	i n t	
1093	Guilin	he	tʰᴀ⁴²	tʰa̠⁴²	tʰ a̠ ⁴²	tʰ a̠ ⁴²	HE	226	347	313	188	他	他		他	i n t	
1094	Guangzhou	he	kʰøy²³	kʰøy²³	kʰ øy ²³	kʰ ø y ²³	HE	229	350	316	190	佢	佢		他	i n N t	
1095	Fuzhou	he	i⁵⁵	i⁵⁵	i ⁵⁵	i ⁵⁵	HE	230	348	317	189	伊	伊		他	n t	
1096	Fuzhou	he	i⁵⁵ nøyŋ⁵³	i⁵⁵+nøyŋ⁵³	i ⁵⁵ + n øy ŋ ⁵³	i ⁵⁵ + n ø y ŋ ⁵³	HE _he	230 193	348	318	189	伊儂	伊 儂		他	n t + i n N c t	
1097	Xiamen	he	i⁵⁵	i⁵⁵	i ⁵⁵	i ⁵⁵	HE	230	348	317	189	伊	伊		他	n t	
1098	Beijing	they	tʰᴀ⁵⁵ mən³⁵	tʰa̠⁵⁵+mən³⁵	tʰ a̠ ⁵⁵ + m ə n ³⁵	tʰ a̠ ⁵⁵ + m ə n ³⁵	THEY they	226 195	924	807	446	他們	他 們		他們	i n t + i n c t	
1099	Ha_erbin	they	tʰa⁴⁴ mən⁰	tʰa⁴⁴+mən⁰	tʰ a ⁴⁴ + m ə n ⁰	tʰ a ⁴⁴ + m ə n ⁰	THEY they	226 195	924	807	446	他們	他 們		他們	i n t + i n c t	
1100	Jinan	they	tʰa⁴⁵⁻²¹⁴ mẽ⁰	tʰa⁴⁵+mẽ⁰	tʰ a ⁴⁵ + m ẽ ⁰	tʰ a ²¹⁴/⁴⁵ + m ẽ ∼ ⁰	THEY they	226 195	924	807	446	他們	他 們		他們	i n t + i n c t	
1101	Rongcheng	they	tʰa⁵² mən³³⁴	tʰa⁵²+mən³³⁴	tʰ a ⁵² + m ə n ³³⁴	tʰ a ⁵² + m ə n ³³⁴	THEY they	226 195	924	807	446	他們	他 們		他們	i n t + i n c t	
1102	Taiyuan	they	tʰa²¹ məŋ⁰	tʰa²¹+məŋ⁰	tʰ a ²¹ + m ə ŋ ⁰	tʰ a ²¹ + m ə ŋ ⁰	THEY they	226 195	924	807	446	他們	他 們		他們	i n t + i n c t	
1103	Xi_an	they	tʰɑ²¹ ti⁰	tʰɑ²¹+ti⁰	tʰ ɑ ²¹ + t i ⁰	tʰ ɑ ²¹ + t i ⁰	THEY they	226 40	924	808	446	他的	他 的		他們	i n t + i n t	
1104	Chengdu	they	tʰa⁴⁵ mən²¹⁻⁵⁵	tʰa⁴⁵+mən²¹	tʰ a ⁴⁵ + m ə n ²¹	tʰ a ⁴⁵ + m ə n ⁵⁵/²¹	THEY they	226 195	924	807	446	他們	他 們		他們	i n t + i n c t	
1105	Nanjing	they	tʰɑ³¹ mən¹³	tʰɑ³¹+mən¹³	tʰ ɑ ³¹ + m ə n ¹³	tʰ ɑ ³¹ + m ə n ¹³	THEY they	226 195	924	807	446	他們	他 們		他們	i n t + i n c t	
1106	Jixi	they	ki⁴⁴ iɑ̃⁰	ki⁴⁴+jɑ̃⁰	k i ⁴⁴ + j ɑ̃ ⁰	k i ⁴⁴ + i ɑ̃ ∼ ⁰	THEY they	227 38	926	809	446	渠人	渠 人		他們	i n t + m n c t	
1107	Suzhou	they	li⁴⁴ toʔ⁰	li⁴⁴+toʔ⁰	l i ⁴⁴ + t o ʔ ⁰	l i ⁴⁴ + t o ʔ ⁰	THEY they _they _they	228 231 232 160	936	810	448	俚竹-马	俚 竹 马 -		他們	i n t + i n c t	
1108	Wenzhou	they	gei³⁴¹⁻³¹ liɛ³⁴¹⁻²¹	gei³⁴¹+ljɛ³⁴¹	g ei ³⁴¹ + l j ɛ ³⁴¹	g e i ³¹/³⁴¹ + l i ɛ ²¹/³⁴¹	THEY they	227 233	926	811	446	渠亻+来	渠 俫		他們	i n N t + i m n t	
1109	Changsha	they	tʰa³³ mən	tʰa³³+mən	tʰ a ³³ + m ə n	tʰ a ³³ + m ə n	THEY they	226 195	924	807	446	他們	他 們		他們	i n t + i n c	
1110	Loudi	they	tʰɔ⁴⁴ nã¹³⁻³³	tʰɔ⁴⁴+nã¹³	tʰ ɔ ⁴⁴ + n ã ¹³	tʰ ɔ ⁴⁴ + n ã ∼ ³³/¹³	THEY they	226 234	924	812	446	他亻+南	他 㑲		他們	i n t + i n c t	
1111	Nanchang	they	tɕie²⁴ mɨn⁰	tɕje²⁴+mɨn⁰	tɕ j e ²⁴ + m ɨ n ⁰	tɕ i e ²⁴ + m ɨ n ⁰	they THEY	227 195	925	813	446	渠們	渠 們		他們	i m n t + i n c t	
1112	Meixian	they	ki¹¹ ten³³⁻³⁵ ŋin¹¹	ki¹¹+ten³³+ŋin¹¹	k i ¹¹ + t e n ³³ + ŋ i n ¹¹	k i ¹¹ + t e n ³⁵/³³ + ŋ i n ¹¹	THEY they they	229 235 38	929	814	446	佢丁人	佢 丁 人		他們	i n t + i n c t + i n c t	
1113	Guilin	they	tʰᴀ⁴² ti⁰ kɤ²¹	tʰa̠⁴²+ti⁰+kɤ²¹	tʰ a̠ ⁴² + t i ⁰ + k ɤ ²¹	tʰ a̠ ⁴² + t i ⁰ + k ɤ ²¹	THEY they they	226 40 56	924	815	446	他的個	他 的 個		他們	i n t + i n t + i n t	
1114	Guangzhou	they	kʰøy²³ tei²²	kʰøy²³+tei²²	kʰ øy ²³ + t ei ²²	kʰ ø y ²³ + t e i ²²	THEY they	229 236	929	816	446	佢口+地	佢 哋		他們	i n N t + i n N t	
1115	Fuzhou	they	i⁵⁵ nøyŋ⁵³	i⁵⁵+nøyŋ⁵³	i ⁵⁵ + n øy ŋ ⁵³	i ⁵⁵ + n ø y ŋ ⁵³	THEY they	230 193	927	318	447	伊儂	伊 儂		他們	n t + i n N c t	
1116	Fuzhou	they	i⁵⁵ koʔ²⁴*⁻²¹* nøyŋ⁵³	i⁵⁵+koʔ²⁴+nøyŋ⁵³	i ⁵⁵ + k o ʔ ²⁴ + n øy ŋ ⁵³	i ⁵⁵ + k o ʔ ²¹*/²⁴ + n ø y ŋ ⁵³	THEY they they	230 237 193	927	817	447	伊各儂	伊 各 儂		他們	n t + i n c t + i n N c t	
1117	Xiamen	they	in⁵⁵	in⁵⁵	i n ⁵⁵	i n ⁵⁵	THEY	238	941	818	449	人+因	𪜶		他們	n c t	
1118	Beijing	sun	tʰai⁵¹⁻⁵³ iɑŋ³⁵	tʰai⁵¹+jɑŋ³⁵	tʰ ai ⁵¹ + j ɑ ŋ ³⁵	tʰ a i ⁵³/⁵¹ + i ɑ ŋ ³⁵	_SUN sun	239 240	871	768	425	太陽	太 陽		太陽	i n N t + m n c t	
1119	Ha_erbin	sun	ʐʅ⁵³ tʰou⁰	ʐʅ⁵³+tʰou⁰	ʐ ʅ ⁵³ + tʰ ou ⁰	ʐ ʅ ⁵³ + tʰ o u ⁰	_SUN sun	241 79	873	769	426	日頭	日 頭		太陽	i n t + i n N t	
1120	Ha_erbin	sun	tʰai⁵³ iaŋ⁰	tʰai⁵³+jaŋ⁰	tʰ ai ⁵³ + j a ŋ ⁰	tʰ a i ⁵³ + i a ŋ ⁰	_SUN sun	239 240	871	768	425	太陽	太 陽		太陽	i n N t + m n c t	
1121	Jinan	sun	tʰə³¹ iɑŋ⁵³	tʰə³¹+jɑŋ⁵³	tʰ ə ³¹ + j ɑ ŋ ⁵³	tʰ ə ³¹ + i ɑ ŋ ⁵³	_SUN sun	239 240	871	768	425	太陽	太 陽		太陽	i n t + m n c t	
1122	Rongcheng	sun	i²¹³⁻³⁵ tʰou⁰	i²¹³+tʰou⁰	i ²¹³ + tʰ ou ⁰	i ³⁵/²¹³ + tʰ o u ⁰	SUN _sun	241 79	873	769	426	日頭	日 頭		太陽	n t + i n N t	
1123	Taiyuan	sun	tʰai⁴⁵ ɪɒ̃⁰	tʰai⁴⁵+jɒ̃⁰	tʰ ai ⁴⁵ + j ɒ̃ ⁰	tʰ a i ⁴⁵ + ɪ ɒ̃ ∼ ⁰	_SUN sun	239 240	871	768	425	太陽	太 陽		太陽	i n N t + m n c t	
1124	Xi_an	sun	tʰɛ⁴⁴ iɑŋ⁰	tʰɛ⁴⁴+jɑŋ⁰	tʰ ɛ ⁴⁴ + j ɑ ŋ ⁰	tʰ ɛ ⁴⁴ + i ɑ ŋ ⁰	_SUN sun	239 240	871	768	425	太陽	太 陽		太陽	i n t + m n c t	
1125	Xi_an	sun	ər²¹ tʰou⁰	ə²¹+tʰou⁰	ə ²¹ + tʰ ou ⁰	ə˞/ə ²¹ + tʰ o u ⁰	SUN _sun	241 79	873	769	426	日頭	日 頭		太陽	nr t + i n N t	
1126	Xi_an	sun	ər²¹ tʰou⁰ iɛ⁴⁴	ə²¹+tʰou⁰+jɛ⁴⁴	ə ²¹ + tʰ ou ⁰ + j ɛ ⁴⁴	ə˞/ə ²¹ + tʰ o u ⁰ + i ɛ ⁴⁴	SUN _sun _sun	241 79 242	873	770	426	日頭爺	日 頭 爺		太陽	nr t + i n N t + m n t	
1127	Chengdu	sun	tʰai²¹³ iaŋ²¹	tʰai²¹³+jaŋ²¹	tʰ ai ²¹³ + j a ŋ ²¹	tʰ a i ²¹³ + i a ŋ ²¹	_SUN sun	239 240	871	768	425	太陽	太 陽		太陽	i n N t + m n c t	
1128	Nanjing	sun	tʰɛ⁴⁴⁻⁴² iɑ̃⁰	tʰɛ⁴⁴+jɑ̃⁰	tʰ ɛ ⁴⁴ + j ɑ̃ ⁰	tʰ ɛ ⁴²/⁴⁴ + i ɑ̃ ∼ ⁰	_SUN sun	239 240	871	768	425	太陽	太 陽		太陽	i n t + m n c t	
1129	Jixi	sun	tʰɔ³⁵⁻⁵³ iɔ⁴⁴	tʰɔ³⁵+jɔ⁴⁴	tʰ ɔ ³⁵ + j ɔ ⁴⁴	tʰ ɔ ⁵³/³⁵ + i ɔ ⁴⁴	_SUN sun	239 240	871	768	425	太陽	太 陽		太陽	i n t + m n t	
